hand,score
11334566,217
11344568,217
11234469,217
11123568,217
12334556,217
11123469,217
11233566,217
11233569,217
11134568,217
11233347,216
11123359,216
11233477,216
12334455,216
11234445,216
11123449,216
11334459,216
11233558,216
11223345,216
11334558,216
11123557,216
11344557,216
11134557,216
11134458,216
11133459,216
11124457,216
11233479,214
11134556,214
11123478,214
11334578,214
11234577,214
12334457,214
11233346,214
11234478,214
11123556,214
11233578,214
11234559,214
11344556,214
11124456,214
11233344,213
11123334,213
11134455,213
11133447,213
11233568,212
11234579,212
12334456,212
11123468,212
11233469,212
11234468,212
11334568,212
11233466,212
11134457,211
11334557,211
11233449,211
11123448,211
11233557,211
11133446,211
11334458,211
11133458,211
11123349,211
11123358,211
11234566,210
11234569,210
11234558,209
11334556,209
11233556,209
11134456,209
11233478,209
11123459,209
11234459,209
11133455,208
11123355,208
11334455,208
11233468,207
11234578,207
11233448,206
11233345,206
11334457,206
11123348,206
11123447,206
11123357,206
11133457,206
11234568,205
11334456,204
11123446,204
11233459,204
11234557,204
11133456,204
11123356,204
11234458,204
11123458,204
11133445,203
11234556,202
11233447,201
11123347,201
11234455,201
11123455,201
11233446,199
11233458,199
11123346,199
11234457,199
11123457,199
11123344,198
11234456,197
11123456,197
11233455,196
11123445,196
11233457,194
11233456,192
11233445,191
11123345,191
